11:16:26.661174, 0
11:16:26.770880, 0
11:16:26.872609, 0
11:16:26.974336, 0
11:16:27.076066, 0
11:16:27.177794, 0
11:16:27.279522, 0
11:16:27.381310, 0
11:16:27.482451, 0
11:16:27.583708, 0
11:16:27.685493, 0
11:16:27.787163, 0
11:16:27.888955, 0
11:16:27.990683, 0
11:16:28.092389, 0
11:16:28.194075, 0
11:16:28.295805, 0
11:16:41.544414, 2083, 0, 0, 0, 0, 0, 0, 0, 0, 0
11:16:41.657360, 2083, 0, 0, 0, 0, 0, 0, 0, 0, 0
11:16:41.759800, 2079, 0, 0, 0, 0, 0, 0, 0, 0, 0
11:16:41.861530, 2079, 0, 0, 0, 0, 0, 0, 0, 0, 0
11:16:41.963316, 2077, 0, 0, 0, 0, 0, 0, 0, 0, 0
11:16:42.065041, 2075, 0, 0, 0, 0, 0, 0, 0, 0, 0
11:16:42.166768, 2079, 0, 0, 0, 0, 0, 0, 0, 0, 0
11:16:42.268840, 2085, 0, 0, 0, 0, 0, 0, 0, 0, 0
11:16:42.372163, 2083, 0, 0, 0, 0, 0, 0, 0, 0, 0
11:16:42.473890, 2089, 0, 0, 0, 0, 0, 0, 0, 0, 0
11:16:42.575620, 2077, 0, 0, 0, 0, 0, 0, 0, 0, 0
11:16:42.677346, 2079, 0, 0, 0, 0, 0, 0, 0, 0, 0
11:16:42.779144, 2075, 0, 0, 0, 0, 0, 0, 0, 0, 0
11:16:42.881186, 2085, 0, 0, 0, 0, 0, 0, 0, 0, 0
11:16:42.983528, 2079, 0, 0, 0, 0, 0, 0, 0, 0, 0
11:16:43.085320, 2083, 0, 0, 0, 0, 0, 0, 0, 0, 0
11:16:43.187022, 2085, 0, 0, 0, 0, 0, 0, 0, 0, 0
11:16:43.288712, 2081, 0, 0, 0, 0, 0, 0, 0, 0, 0
11:16:43.390496, 2083, 0, 0, 0, 0, 0, 0, 0, 0, 0
11:16:43.492167, 2081, 0, 0, 0, 0, 0, 0, 0, 0, 0
11:16:43.593896, 2083, 0, 0, 0, 0, 0, 0, 0, 0, 0
11:16:43.695692, 2085, 0, 0, 0, 0, 0, 0, 0, 0, 0
11:16:43.797415, 2083, 0, 0, 0, 0, 0, 0, 0, 0, 0
11:16:43.899144, 2077, 0, 0, 0, 0, 0, 0, 0, 0, 0
11:16:44.000849, 2083, 0, 0, 0, 0, 0, 0, 0, 0, 0
11:16:44.102535, 2091, 0, 0, 0, 0, 0, 0, 0, 0, 0
11:16:44.204747, 2083, 0, 0, 0, 0, 0, 0, 0, 0, 0
11:16:44.307052, 2083, 0, 0, 0, 0, 0, 0, 0, 0, 0
11:16:44.408717, 2083, 0, 0, 0, 0, 0, 0, 0, 0, 0
11:16:44.510853, 2087, 0, 0, 0, 0, 0, 0, 0, 0, 0
11:16:44.612232, 2087, 0, 0, 0, 0, 0, 0, 0, 0, 0
11:16:44.713945, 2079, 0, 0, 0, 0, 0, 0, 0, 0, 0
11:16:44.816114, 2081, 0, 0, 0, 0, 0, 0, 0, 0, 0
11:16:44.917459, 2083, 0, 0, 0, 0, 0, 0, 0, 0, 0
11:16:45.019129, 2089, 0, 0, 0, 0, 0, 0, 0, 0, 0
11:16:45.120856, 2093, 0, 0, 0, 0, 0, 0, 0, 0, 0
11:16:45.222585, 2077, 0, 0, 0, 0, 0, 0, 0, 0, 0
11:16:45.324313, 2077, 0, 0, 0, 0, 0, 0, 0, 0, 0
11:16:45.426044, 2079, 0, 0, 0, 0, 0, 0, 0, 0, 0
11:16:45.527812, 2085, 0, 0, 0, 0, 0, 0, 0, 0, 0
11:16:45.629497, 2085, 0, 0, 0, 0, 0, 0, 0, 0, 0
11:16:45.731265, 2081, 0, 0, 0, 0, 0, 0, 0, 0, 0
11:16:45.832953, 2079, 0, 0, 0, 0, 0, 0, 0, 0, 0
11:16:45.934680, 2089, 0, 0, 0, 0, 0, 0, 0, 0, 0
11:16:46.036409, 2071, 0, 0, 0, 0, 0, 0, 0, 0, 0
11:16:46.138136, 2087, 0, 0, 0, 0, 0, 0, 0, 0, 0
11:16:46.239864, 2089, 0, 0, 0, 0, 0, 0, 0, 0, 0
11:16:46.341592, 2089, 0, 0, 0, 0, 0, 0, 0, 0, 0
11:16:46.443321, 2083, 0, 0, 0, 0, 0, 0, 0, 0, 0
11:16:46.545048, 2085, 0, 0, 0, 0, 0, 0, 0, 0, 0
11:16:46.646777, 2089, 0, 0, 0, 0, 0, 0, 0, 0, 0
11:16:46.748504, 2083, 0, 0, 0, 0, 0, 0, 0, 0, 0
11:16:46.850232, 2085, 0, 0, 0, 0, 0, 0, 0, 0, 0
11:16:46.952001, 2087, 0, 0, 0, 0, 0, 0, 0, 0, 0
11:16:47.053716, 2085, 0, 0, 0, 0, 0, 0, 0, 0, 0
11:16:47.155421, 2085, 0, 0, 0, 0, 0, 0, 0, 0, 0
11:16:47.257157, 2081, 0, 0, 0, 0, 0, 0, 0, 0, 0
11:16:47.358916, 2083, 0, 0, 0, 0, 0, 0, 0, 0, 0
11:16:47.461044, 2085, 0, 0, 0, 0, 0, 0, 0, 0, 0
11:16:47.563326, 2075, 0, 0, 0, 0, 0, 0, 0, 0, 0
11:16:47.665095, 2081, 0, 0, 0, 0, 0, 0, 0, 0, 0
11:16:47.767124, 2085, 0, 0, 0, 0, 0, 0, 0, 0, 0
11:16:47.869509, 2083, 0, 0, 0, 0, 0, 0, 0, 0, 0
11:16:47.971272, 2083, 0, 0, 0, 0, 0, 0, 0, 0, 0
